ID;description;duration;name;price;isActive
5925;"morbi non quam nec dui luctus rutrum";53;"Enhanced stable product";74.87;1
5926;"fusce consequat nulla nisl nunc nisl duis bibendum";18;"Digitied 4th generation superstructure";8.9;1
5927;"eros vestibulum ac est lacinia nisi venenatis tristique";4;"Inverse bi-directional flexibility";69.57;1
5928;"pretium iaculis diam erat fermentum justo";12;"Face to face 24 hour functionalities";10.16;1
5929;"in felis eu sapien cursus vestibulum proin eu mi";51;"Persistent homogeneous customer loyalty";9.08;1
5930;"platea dictumst maecenas ut massa quis augue luctus tincidunt";28;"Synchronised stable utilisation";99.57;1
5931;"enim in tempor turpis nec euismod";50;"Face to face asymmetric encryption";84.2;1
5932;"donec quis orci eget orci vehicula condimentum curabitur";42;"Centralied disintermediate parallelism";72.82;1
5933;"a libero nam dui proin leo odio porttitor";6;"Down-sied hybrid parallelism";66.12;1
5934;"nulla ut erat id mauris vulputate elementum";41;"Down-sied real-time help-desk";86.15;1
5935;"in faucibus orci luctus et ultrices posuere cubilia curae duis";50;"Business-focused web-enabled task-force";5.81;1
5936;"interdum mauris ullamcorper purus sit amet nulla quisque arcu libero";19;"Optimied holistic orchestration";83.77;1
5937;"id consequat in consequat ut nulla sed accumsan";25;"Sharable transitional software";82.48;1
5938;"dapibus dolor vel est donec";19;"Virtual upward-trending leverage";27.38;1
5939;"at ipsum ac tellus semper";38;"Re-engineered background attitude";61.14;1
5940;"lobortis vel dapibus at diam nam tristique tortor eu pede";23;"Persistent object-oriented customer loyalty";54.3;1
5941;"quis turpis eget elit sodales scelerisque mauris sit";42;"Stand-alone content-based matrix";82.02;1
5942;"bibendum morbi non quam nec dui luctus rutrum nulla tellus";26;"Customer-focused disintermediate customer loyalty";9.62;1
5943;"tortor duis mattis egestas metus aenean";37;"De-engineered neutral benchmark";18.22;1
5944;"erat fermentum justo nec condimentum neque sapien placerat";22;"Switchable multimedia monitoring";76.63;1
5945;"ipsum primis in faucibus orci luctus et ultrices posuere cubilia";27;"Multi-tiered optimal architecture";99.74;1
5946;"dolor sit amet consectetuer adipiscing elit proin risus";25;"Organic ero administration instruction set";30.38;1
5947;"ipsum dolor sit amet consectetuer";16;"Centralied ero administration support";79.77;1
5948;"quisque porta volutpat erat quisque erat eros";27;"Inverse high-level encryption";22.9;1
5949;"gravida nisi at nibh in hac habitasse platea dictumst";26;"Re-engineered analying data-warehouse";12.05;1
5950;"ultrices posuere cubilia curae duis faucibus accumsan";29;"Re-contextualied 4th generation forecast";54.03;1
5951;"quis odio consequat varius integer ac leo pellentesque";16;"Profit-focused composite intranet";40.72;1
5952;"nulla pede ullamcorper augue a suscipit nulla elit";20;"Future-proofed upward-trending concept";87.01;1
5953;"justo sit amet sapien dignissim vestibulum vestibulum";9;"Function-based leading edge Graphic Interface";30.59;1
5954;"lectus pellentesque eget nunc donec";38;"Implemented high-level system engine";88.09;1
5955;"ante nulla justo aliquam quis turpis eget elit sodales scelerisque";22;"Total dedicated installation";58.26;1
5956;"dictumst aliquam augue quam sollicitudin vitae consectetuer eget";46;"Organied object-oriented superstructure";24.37;1
5957;"posuere felis sed lacus morbi sem mauris laoreet ut";45;"Persevering interactive complexity";52.05;1
5958;"sed ante vivamus tortor duis mattis egestas metus aenean fermentum";20;"Extended reciprocal secured line";6.44;1
5959;"habitasse platea dictumst maecenas ut massa quis";21;"Reduced actuating support";60.8;1
5960;"et eros vestibulum ac est lacinia nisi venenatis";42;"Profit-focused web-enabled solution";32.01;1
5961;"nec molestie sed justo pellentesque viverra";46;"Persevering client-driven data-warehouse";24.75;1
5962;"lacus morbi quis tortor id";11;"Organied 24/7 architecture";18.94;1
5963;"in quis justo maecenas rhoncus aliquam";12;"Visionary upward-trending matrices";30.55;1
5964;"sagittis dui vel nisl duis ac nibh fusce lacus";7;"Universal contextually-based secured line";29.08;1
5965;"tortor duis mattis egestas metus";29;"Centralied intangible projection";70.53;1
5966;"nunc proin at turpis a pede posuere nonummy";38;"Compatible ero defect toolset";95.42;1
5967;"pede lobortis ligula sit amet eleifend pede libero";48;"Progressive high-level data-warehouse";20.92;1
5968;"volutpat erat quisque erat eros viverra eget";38;"Devolved analying capacity";92.62;1
5969;"congue vivamus metus arcu adipiscing molestie hendrerit at";28;"Cross-group hybrid concept";84.04;1
5970;"faucibus accumsan odio curabitur convallis duis consequat dui nec nisi";12;"Sharable foreground pricing structure";95.91;1
5971;"quisque arcu libero rutrum ac lobortis vel dapibus at";22;"Devolved encompassing task-force";16.85;1
5972;"ante ipsum primis in faucibus orci luctus";30;"Inverse global help-desk";93.85;1
5973;"pede lobortis ligula sit amet eleifend";38;"Persevering exuding model";33.11;1
5974;"lacus curabitur at ipsum ac tellus semper";29;"Operative attitude-oriented encryption";45.08;1
5975;"libero quis orci nullam molestie nibh in";23;"Visionary holistic productivity";97.82;1
5976;"ipsum aliquam non mauris morbi non lectus aliquam sit";43;"Centralied motivating data-warehouse";89.51;1
5977;"suscipit nulla elit ac nulla sed vel enim sit amet";13;"Cross-platform actuating infrastructure";81.16;1
5978;"erat volutpat in congue etiam justo etiam pretium iaculis justo";47;"Face to face even-keeled alliance";6.66;1
5979;"mi nulla ac enim in tempor turpis nec";31;"Devolved value-added throughput";73.57;1
5980;"quisque id justo sit amet sapien dignissim vestibulum vestibulum";22;"Operative clear-thinking database";53.76;1
5981;"mauris ullamcorper purus sit amet";23;"Persevering global implementation";93.22;1
5982;"morbi ut odio cras mi pede malesuada in";51;"Proactive maximied firmware";8.09;1
5983;"hac habitasse platea dictumst aliquam augue quam";52;"Decentralied web-enabled flexibility";14.05;1
5984;"cubilia curae donec pharetra magna vestibulum aliquet";23;"Compatible radical knowledge user";55.13;1
5985;"ligula nec sem duis aliquam convallis nunc proin at";49;"Self-enabling encompassing budgetary management";17.96;1
5986;"sollicitudin vitae consectetuer eget rutrum at lorem";53;"Focused tangible success";97.18;1
5987;"turpis donec posuere metus vitae ipsum aliquam non mauris";51;"Robust human-resource software";89.43;1
5988;"in imperdiet et commodo vulputate";26;"Virtual even-keeled complexity";88.79;1
5989;"accumsan tortor quis turpis sed ante";9;"Business-focused hybrid synergy";12.57;1
5990;"lacinia nisi venenatis tristique fusce";29;"Managed impactful access";8.09;1
5991;"primis in faucibus orci luctus et ultrices posuere cubilia";18;"Compatible local parallelism";7.53;1
5992;"porttitor lorem id ligula suspendisse ornare consequat lectus in est";12;"Intuitive 5th generation hardware";43.16;1
5993;"justo aliquam quis turpis eget elit sodales";41;"Multi-channelled context-sensitive model";70.5;1
5994;"ultrices phasellus id sapien in sapien iaculis";7;"Networked homogeneous methodology";36.17;1
5995;"at turpis donec posuere metus vitae ipsum";23;"Persevering content-based circuit";35.93;1
5996;"penatibus et magnis dis parturient montes nascetur ridiculus mus";23;"Quality-focused web-enabled local area network";48.4;1
5997;"sed sagittis nam congue risus semper porta volutpat quam";13;"Synergied 6th generation structure";75.88;1
5998;"faucibus orci luctus et ultrices posuere cubilia curae duis";46;"Open-architected hybrid flexibility";32.11;1
5999;"tempus vivamus in felis eu sapien";14;"Reverse-engineered discrete project";54.06;1
6000;"in ante vestibulum ante ipsum primis in";15;"Centralied empowering matrices";83.05;1
6001;"magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet";19;"Down-sied value-added migration";48.07;1
6002;"placerat praesent blandit nam nulla";37;"Reverse-engineered full-range hub";53.02;1
6003;"nisl duis bibendum felis sed interdum venenatis turpis";19;"Switchable even-keeled interface";76.68;1
6004;"at turpis donec posuere metus vitae";47;"Profound holistic intranet";34.33;1
6005;"quis lectus suspendisse potenti in eleifend";19;"Synchronised real-time instruction set";51.18;1
6006;"habitasse platea dictumst maecenas ut massa quis";31;"Switchable incremental attitude";22.53;1
6007;"sollicitudin vitae consectetuer eget rutrum";12;"Ergonomic static function";97.73;1
6008;"at nulla suspendisse potenti cras in purus eu";32;"Phased uniform superstructure";44.53;1
6009;"justo in hac habitasse platea dictumst etiam faucibus";22;"Synergied fresh-thinking secured line";3.83;1
6010;"rutrum ac lobortis vel dapibus at diam nam";37;"Networked cohesive matrix";41.33;1
6011;"dapibus at diam nam tristique tortor eu pede";23;"Cross-group multi-state array";48.68;1
6012;"pede venenatis non sodales sed tincidunt eu felis fusce posuere";33;"Decentralied clear-thinking flexibility";25.32;1
6013;"vestibulum vestibulum ante ipsum primis in faucibus orci luctus";31;"Public-key bifurcated intranet";6.6;1
6014;"mollis molestie lorem quisque ut erat";7;"Optimied tangible service-desk";69.01;1
6015;"ultricies eu nibh quisque id";41;"Proactive optimiing support";21.46;1
6016;"vulputate justo in blandit ultrices";8;"Inverse grid-enabled flexibility";62.68;1
6017;"semper sapien a libero nam dui proin leo odio";34;"Centralied needs-based Graphical User Interface";20.51;1
6018;"integer aliquet massa id lobortis convallis tortor risus dapibus";30;"Centralied responsive internet solution";82.07;1
6019;"nisl aenean lectus pellentesque eget nunc donec";17;"Programmable radical capacity";33.49;1
6020;"lectus vestibulum quam sapien varius ut";47;"Cross-platform ero defect algorithm";5.17;1
6021;"massa id lobortis convallis tortor risus";6;"Integrated bandwidth-monitored time-frame";26.33;1
6022;"aliquam non mauris morbi non lectus aliquam sit";38;"Digitied needs-based core";22.33;1
6023;"nulla suspendisse potenti cras in purus eu";35;"Reactive incremental structure";14.2;1
6024;"nulla pede ullamcorper augue a suscipit";11;"Networked fresh-thinking moderator";3.18;1
6025;"odio in hac habitasse platea dictumst";8;"Inverse exuding function";97.99;1
6026;"vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae";53;"Customer-focused ero defect adapter";24.06;1
6027;"ut ultrices vel augue vestibulum ante ipsum primis";22;"Reduced logistical Graphical User Interface";89.68;1
6028;"morbi vel lectus in quam";34;"Reduced radical matrix";96.99;1
6029;"massa id nisl venenatis lacinia aenean";37;"Down-sied 5th generation firmware";35.01;1
6030;"ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue";53;"Object-based methodical framework";43.09;1
6031;"morbi sem mauris laoreet ut";50;"Up-sied multi-tasking pricing structure";81.86;1
6032;"pharetra magna vestibulum aliquet ultrices erat";39;"Implemented discrete knowledge base";8.18;1
6033;"id pretium iaculis diam erat fermentum";25;"Front-line real-time core";6.65;1
6034;"venenatis tristique fusce congue diam";23;"Networked stable open architecture";92.26;1
6035;"sed tristique in tempus sit amet sem fusce consequat";38;"Pre-emptive contextually-based installation";75.62;1
6036;"elit ac nulla sed vel enim sit amet nunc viverra";42;"Persevering solution-oriented access";3.87;1
6037;"eget vulputate ut ultrices vel augue vestibulum";14;"Optional explicit implementation";72.61;1
6038;"lobortis sapien sapien non mi";47;"Phased multi-state capacity";1.22;1
6039;"pellentesque at nulla suspendisse potenti cras in";37;"Reverse-engineered reciprocal throughput";64.86;1
6040;"luctus ultricies eu nibh quisque id";50;"Quality-focused uniform application";53.59;1
6041;"elit proin risus praesent lectus vestibulum quam";7;"Inverse methodical website";98.11;1
6042;"semper porta volutpat quam pede";39;"Multi-layered mission-critical hierarchy";64.23;1
6043;"curabitur gravida nisi at nibh in hac habitasse platea dictumst";17;"Exclusive 4th generation strategy";53.83;1
6044;"tellus semper interdum mauris ullamcorper purus";29;"Persevering composite extranet";57.33;1
6045;"in faucibus orci luctus et ultrices posuere";51;"Sharable client-server throughput";98.33;1
6046;"luctus et ultrices posuere cubilia curae donec pharetra";10;"Multi-channelled intermediate challenge";44.23;1
6047;"congue risus semper porta volutpat quam";38;"Synergistic multimedia frame";73.42;1
6048;"tellus semper interdum mauris ullamcorper purus sit";26;"Profit-focused intangible portal";50.11;1
6049;"sapien non mi integer ac neque duis bibendum";38;"Synchronised human-resource standardiation";18.75;1
6050;"nullam molestie nibh in lectus pellentesque at nulla";18;"Fully-configurable discrete migration";45.82;1
6051;"velit id pretium iaculis diam erat fermentum justo";38;"Innovative national superstructure";90.1;1
6052;"nibh fusce lacus purus aliquet at feugiat";30;"Extended web-enabled matrix";94.09;1
6053;"et ultrices posuere cubilia curae";32;"Customer-focused discrete protocol";65.04;1
6054;"ante vestibulum ante ipsum primis in";11;"Universal mission-critical hardware";10.86;1
6055;"cras pellentesque volutpat dui maecenas tristique est";24;"Switchable attitude-oriented functionalities";18.35;1
6056;"at turpis donec posuere metus vitae ipsum aliquam";28;"Balanced encompassing alliance";85.87;1
6057;"ante nulla justo aliquam quis turpis";47;"Virtual reciprocal knowledge base";36.75;1
6058;"lobortis sapien sapien non mi integer ac neque duis bibendum";50;"Seamless intermediate orchestration";50.3;1
6059;"sed tincidunt eu felis fusce posuere felis sed lacus morbi";43;"Monitored ero administration alliance";13.97;1
6060;"amet consectetuer adipiscing elit proin interdum";38;"Right-sied homogeneous capacity";28.28;1
6061;"leo pellentesque ultrices mattis odio";24;"Virtual modular superstructure";46.02;1
6062;"velit id pretium iaculis diam erat fermentum justo";31;"Centralied uniform complexity";56.09;1
6063;"posuere cubilia curae duis faucibus accumsan odio curabitur convallis";8;"Diverse scalable neural-net";97.05;1
